duration,protocol_type,service,src_bytes,dst_bytes,flag,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,srv_serror_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,label
0,tcp,other,162,0,OTH,0,1,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.5,0.0,1.0,0.0,Normal
0,tcp,other,66,0,OTH,186,425,0.0,1.0,0.0,0.0,0.56,44,96,1.0,0.0,0.45,0.0,0.54,0.0,Normal
0,tcp,http,60,0,S1,577,591,0.92,0.99,0.01,0.9,0.03,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,26,31,0.0,0.85,0.15,0.0,0.29,26,31,0.85,0.15,0.0,0.0,0.29,0.0,Normal
0,tcp,other,66,0,OTH,41,68,0.0,0.9,0.1,0.0,0.46,41,68,0.9,0.1,0.04,0.0,0.46,0.0,Normal
0,tcp,other,66,0,OTH,30,81,0.0,1.0,0.0,0.0,0.63,30,81,1.0,0.0,0.37,0.0,0.63,0.0,Normal
0,tcp,http,409,0,OTH,37,54,0.0,0.95,0.05,0.0,0.35,37,54,0.95,0.05,0.15,0.0,0.35,0.0,Normal
0,tcp,http,790,682,SF,2,0,0.0,0.0,1.0,0.0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
0,tcp,other,66,0,OTH,5,7,0.0,1.0,0.0,0.0,0.29,5,7,1.0,0.0,0.0,0.0,0.29,0.0,Normal
0,tcp,other,66,0,OTH,728,1199,0.0,0.97,0.03,0.0,0.41,57,97,0.96,0.04,0.0,0.0,0.43,0.0,Normal
0,tcp,http,231,0,OTH,17,51,0.0,1.0,0.0,0.0,0.67,17,51,1.0,0.0,0.33,0.0,0.67,0.0,Normal
0,tcp,other,66,0,OTH,33,91,0.0,1.0,0.0,0.0,0.64,33,91,1.0,0.0,0.38,0.0,0.64,0.0,Normal
0,tcp,other,66,0,OTH,1021,2422,0.0,1.0,0.0,0.0,0.58,48,100,1.0,0.0,0.48,0.0,0.52,0.0,Normal
0,tcp,other,66,0,OTH,18,29,0.0,0.89,0.11,0.0,0.45,18,29,0.89,0.11,0.1,0.0,0.45,0.0,Normal
0,tcp,other,258,0,OTH,8,0,0.0,0.0,1.0,0.0,0.0,8,0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
0,tcp,http,231,0,OTH,5,17,0.0,1.0,0.0,0.0,0.71,5,17,1.0,0.0,0.28,0.0,0.71,0.0,Normal
0,tcp,other,66,0,OTH,41,114,0.0,1.0,0.0,0.0,0.64,35,96,1.0,0.0,0.36,0.0,0.64,0.0,Normal
0,tcp,other,258,0,OTH,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0,tcp,http,599,526,SF,22,21,0.0,0.68,0.32,0.0,0.29,22,21,0.68,0.32,0.0,0.0,0.29,0.0,Normal
0,tcp,http,297,0,OTH,10,30,0.0,1.0,0.0,0.0,0.67,10,30,1.0,0.0,0.39,0.0,0.67,0.0,Normal
0,tcp,other,66,0,OTH,42,60,0.0,0.9,0.1,0.0,0.37,42,60,0.9,0.1,0.08,0.0,0.37,0.0,Normal
0,tcp,other,66,0,OTH,12,40,0.0,1.0,0.0,0.0,0.7,12,40,1.0,0.0,0.34,0.0,0.7,0.0,Normal
0,tcp,other,66,0,OTH,44,63,0.0,0.91,0.09,0.0,0.37,44,63,0.91,0.09,0.0,0.0,0.37,0.0,Normal
0,tcp,other,66,0,OTH,38,53,0.0,0.84,0.16,0.0,0.4,38,53,0.84,0.16,0.0,0.0,0.4,0.0,Normal
0,tcp,http,60,0,S1,126,150,0.59,0.95,0.05,0.49,0.2,87,100,1.0,0.0,0.0,0.85,0.13,0.74,DoS
0,tcp,other,66,0,OTH,200,494,0.0,1.0,0.0,0.0,0.6,47,100,1.0,0.0,0.47,0.0,0.53,0.0,Normal
0,tcp,http,60,0,S1,838,871,0.9,0.99,0.01,0.87,0.04,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,http,230,0,OTH,6,17,0.0,1.0,0.0,0.0,0.65,6,17,1.0,0.0,0.33,0.0,0.65,0.0,Normal
0,tcp,other,66,0,OTH,25,7,0.0,0.12,0.88,0.0,0.57,25,7,0.12,0.88,0.12,0.0,0.57,0.0,Normal
0,tcp,http,790,751,SF,6,2,0.0,0.33,0.67,0.0,0.0,6,2,0.33,0.67,0.0,0.0,0.0,0.0,Normal
0,tcp,other,66,0,OTH,258,575,0.0,1.0,0.0,0.0,0.55,49,100,1.0,0.0,0.49,0.0,0.51,0.0,Normal
0,tcp,http,232,0,OTH,4,12,0.0,1.0,0.0,0.0,0.67,4,12,1.0,0.0,0.31,0.0,0.67,0.0,Normal
0,tcp,other,66,0,OTH,25,28,0.0,0.8,0.2,0.0,0.29,25,28,0.8,0.2,0.0,0.0,0.29,0.0,Normal
0,tcp,other,66,0,OTH,36,92,0.0,1.0,0.0,0.0,0.61,33,89,1.0,0.0,0.41,0.0,0.63,0.0,Normal
0,tcp,other,66,0,OTH,374,597,0.0,0.94,0.06,0.0,0.41,62,96,0.97,0.03,0.0,0.0,0.38,0.0,Normal
0,tcp,http,409,0,OTH,12,11,0.0,0.67,0.33,0.0,0.27,12,11,0.67,0.33,0.0,0.0,0.27,0.0,Normal
0,tcp,other,66,0,OTH,45,66,0.0,0.87,0.13,0.0,0.41,45,66,0.87,0.13,0.0,0.0,0.41,0.0,Normal
0,tcp,http,408,0,OTH,30,40,0.0,0.87,0.13,0.0,0.35,30,40,0.87,0.13,0.1,0.0,0.35,0.0,Normal
0,tcp,other,66,0,OTH,15,10,0.0,0.27,0.73,0.0,0.6,15,10,0.27,0.73,0.18,0.0,0.6,0.0,Normal
0,tcp,other,66,0,OTH,1,1,0.0,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,Normal
0,tcp,http,393,0,OTH,17,26,0.0,0.88,0.12,0.0,0.42,17,26,0.88,0.12,0.0,0.0,0.42,0.0,Normal
0,tcp,other,66,0,OTH,589,1510,0.0,1.0,0.0,0.0,0.61,44,95,1.0,0.0,0.46,0.0,0.54,0.0,Normal
0,tcp,other,66,0,OTH,16,49,0.0,1.0,0.0,0.0,0.67,16,49,1.0,0.0,0.32,0.0,0.67,0.0,Normal
0,tcp,http,60,0,S1,681,712,0.91,0.99,0.01,0.87,0.05,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,242,0,OTH,7,0,0.0,0.0,1.0,0.0,0.0,7,0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
0,tcp,other,66,0,OTH,8,27,0.0,1.0,0.0,0.0,0.7,8,27,1.0,0.0,0.29,0.0,0.7,0.0,Normal
0,tcp,http,238,0,OTH,1,11,0.0,1.0,0.0,0.0,0.91,1,11,1.0,0.0,0.25,0.0,0.91,0.0,Normal
0,tcp,other,66,0,OTH,12,16,0.0,0.83,0.17,0.0,0.38,12,16,0.83,0.17,0.29,0.0,0.38,0.0,Normal
0,tcp,other,66,0,OTH,2,9,0.0,1.0,0.0,0.0,0.78,2,9,1.0,0.0,0.4,0.0,0.78,0.0,Normal
0,tcp,other,66,0,OTH,75,125,0.0,0.95,0.05,0.0,0.43,57,92,0.93,0.07,0.02,0.0,0.42,0.0,Normal
0,tcp,other,66,0,OTH,267,465,0.0,0.95,0.05,0.0,0.46,55,96,0.96,0.04,0.0,0.0,0.45,0.0,Normal
0,tcp,other,130,0,OTH,8,6,0.0,0.38,0.62,0.0,0.5,8,6,0.38,0.62,0.43,0.0,0.5,0.0,Normal
0,tcp,other,66,0,OTH,560,891,0.0,0.93,0.07,0.0,0.42,50,100,1.0,0.0,0.0,0.0,0.5,0.0,Normal
0,tcp,other,306,0,OTH,17,68,0.0,1.0,0.0,0.0,0.75,2,9,1.0,0.0,0.5,0.0,0.78,0.0,Normal
0,tcp,other,66,0,OTH,21,26,0.0,0.81,0.19,0.0,0.35,21,26,0.81,0.19,0.11,0.0,0.35,0.0,Normal
0,tcp,other,66,0,OTH,262,660,0.0,1.0,0.0,0.0,0.6,74,92,1.0,0.0,0.8,0.0,0.2,0.0,Normal
0,tcp,http,232,0,OTH,16,325,0.0,1.0,0.0,0.0,0.95,6,96,1.0,0.0,0.41,0.0,0.94,0.0,Normal
0,tcp,other,66,0,OTH,1,5,0.0,1.0,0.0,0.0,0.8,1,5,1.0,0.0,0.33,0.0,0.8,0.0,Normal
0,tcp,other,66,0,OTH,13,25,0.0,1.0,0.0,0.0,0.48,13,25,1.0,0.0,0.5,0.0,0.48,0.0,Normal
0,tcp,other,66,0,OTH,15,50,0.0,1.0,0.0,0.0,0.7,15,50,1.0,0.0,0.29,0.0,0.7,0.0,Normal
0,tcp,other,66,0,OTH,26,35,0.0,0.85,0.15,0.0,0.37,26,35,0.85,0.15,0.14,0.0,0.37,0.0,Normal
0,tcp,http,232,0,OTH,13,33,0.0,1.0,0.0,0.0,0.61,13,33,1.0,0.0,0.38,0.0,0.61,0.0,Normal
0,tcp,http,60,0,S1,531,562,0.89,0.99,0.01,0.85,0.07,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,14,30,0.0,1.0,0.0,0.0,0.53,14,30,1.0,0.0,0.45,0.0,0.53,0.0,Normal
0,tcp,http,231,0,OTH,11,31,0.0,1.0,0.0,0.0,0.65,11,31,1.0,0.0,0.34,0.0,0.65,0.0,Normal
0,tcp,other,66,0,OTH,349,543,0.0,0.9,0.1,0.0,0.42,58,88,0.9,0.1,0.0,0.0,0.41,0.0,Normal
0,tcp,http,60,0,S1,421,467,0.74,0.97,0.03,0.67,0.12,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,7,25,0.0,1.0,0.0,0.0,0.72,7,25,1.0,0.0,0.27,0.0,0.72,0.0,Normal
0,tcp,other,66,0,OTH,1106,1778,0.0,0.93,0.07,0.0,0.42,56,97,0.96,0.04,0.0,0.0,0.44,0.0,Normal
0,tcp,other,66,0,OTH,345,889,0.0,1.0,0.0,0.0,0.61,45,96,1.0,0.0,0.47,0.0,0.53,0.0,Normal
0,tcp,http,392,0,OTH,4,6,0.0,1.0,0.0,0.0,0.33,4,6,1.0,0.0,0.0,0.0,0.33,0.0,Normal
0,tcp,other,66,0,OTH,28,624,0.0,1.0,0.0,0.0,0.96,5,92,1.0,0.0,0.34,0.0,0.95,0.0,Normal
0,tcp,other,66,0,OTH,30,53,0.0,1.0,0.0,0.0,0.43,30,53,1.0,0.0,0.17,0.0,0.43,0.0,Normal
0,tcp,other,66,0,OTH,2,4,0.0,1.0,0.0,0.0,0.5,2,4,1.0,0.0,0.4,0.0,0.5,0.0,Normal
0,tcp,other,162,0,OTH,10,42,0.0,1.0,0.0,0.0,0.76,2,11,1.0,0.0,0.42,0.0,0.82,0.0,Normal
0,tcp,http,790,614,SF,13,20,0.0,0.85,0.15,0.0,0.45,13,20,0.85,0.15,0.0,0.0,0.45,0.0,Normal
0,tcp,http,232,0,OTH,15,35,0.0,1.0,0.0,0.0,0.57,15,35,1.0,0.0,0.42,0.0,0.57,0.0,Normal
0,tcp,other,66,0,OTH,38,111,0.0,1.0,0.0,0.0,0.66,36,100,1.0,0.0,0.36,0.0,0.64,0.0,Normal
0,tcp,other,66,0,OTH,343,499,0.0,0.9,0.1,0.0,0.38,52,94,0.94,0.06,0.09,0.0,0.48,0.0,Normal
0,tcp,other,66,0,OTH,27,44,0.0,0.93,0.07,0.0,0.43,27,44,0.93,0.07,0.0,0.0,0.43,0.0,Normal
0,tcp,other,66,0,OTH,41,69,0.0,0.9,0.1,0.0,0.46,41,69,0.9,0.1,0.01,0.0,0.46,0.0,Normal
0,tcp,other,66,0,OTH,1457,101,0.0,0.04,0.96,0.0,0.5,59,25,0.22,0.78,0.23,0.0,0.48,0.0,Normal
0,tcp,other,258,0,OTH,0,2,0.0,0.0,0.0,0.0,1.0,0,2,0.0,0.0,0.33,0.0,1.0,0.0,Normal
0,tcp,http,599,526,SF,5,8,0.0,0.6,0.4,0.0,0.62,5,8,0.6,0.4,0.0,0.0,0.62,0.0,Normal
0,tcp,other,66,0,OTH,47,127,0.0,1.0,0.0,0.0,0.63,35,92,1.0,0.0,0.38,0.0,0.62,0.0,Normal
0,tcp,http,231,0,OTH,13,35,0.0,1.0,0.0,0.0,0.63,13,35,1.0,0.0,0.36,0.0,0.63,0.0,Normal
0,tcp,other,66,0,OTH,17,50,0.0,1.0,0.0,0.0,0.66,17,50,1.0,0.0,0.33,0.0,0.66,0.0,Normal
0,tcp,other,66,0,OTH,1,4,0.0,1.0,0.0,0.0,0.75,1,4,1.0,0.0,0.4,0.0,0.75,0.0,Normal
0,tcp,other,66,0,OTH,31,35,0.0,0.81,0.19,0.0,0.29,31,35,0.81,0.19,0.0,0.0,0.29,0.0,Normal
0,tcp,http,231,0,OTH,20,67,0.0,1.0,0.0,0.0,0.7,20,67,1.0,0.0,0.32,0.0,0.7,0.0,Normal
0,tcp,other,66,0,OTH,21,31,0.0,0.9,0.1,0.0,0.39,21,31,0.9,0.1,0.22,0.0,0.39,0.0,Normal
0,tcp,http,231,0,OTH,19,52,0.0,1.0,0.0,0.0,0.63,19,52,1.0,0.0,0.36,0.0,0.63,0.0,Normal
0,tcp,other,66,0,OTH,7,12,0.0,1.0,0.0,0.0,0.42,7,12,1.0,0.0,0.15,0.0,0.42,0.0,Normal
0,tcp,other,66,0,OTH,14,32,0.0,1.0,0.0,0.0,0.56,14,32,1.0,0.0,0.42,0.0,0.56,0.0,Normal
0,tcp,other,66,0,OTH,1657,2776,0.0,0.95,0.05,0.0,0.43,51,96,0.96,0.04,0.0,0.0,0.49,0.0,Normal
0,tcp,http,60,0,S1,542,560,0.92,0.99,0.01,0.89,0.04,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,30,89,0.0,1.0,0.0,0.0,0.66,30,89,1.0,0.0,0.33,0.0,0.66,0.0,Normal
0,tcp,http,60,0,S1,327,337,0.89,0.98,0.02,0.86,0.05,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,258,0,OTH,0,2,0.0,0.0,0.0,0.0,1.0,0,2,0.0,0.0,0.33,0.0,1.0,0.0,Normal
0,tcp,other,258,0,OTH,0,1,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.5,0.0,1.0,0.0,Normal
0,tcp,http,169,0,OTH,15,38,0.0,1.0,0.0,0.0,0.61,15,38,1.0,0.0,0.38,0.0,0.61,0.0,Normal
0,tcp,other,66,0,OTH,19,28,0.0,0.89,0.11,0.0,0.39,19,28,0.89,0.11,0.1,0.0,0.39,0.0,Normal
0,tcp,other,66,0,OTH,120,341,0.0,1.0,0.0,0.0,0.65,40,89,1.0,0.0,0.49,0.0,0.55,0.0,Normal
0,tcp,http,231,0,OTH,20,64,0.0,1.0,0.0,0.0,0.69,20,64,1.0,0.0,0.31,0.0,0.69,0.0,Normal
0,tcp,http,60,0,S1,192,211,0.7,0.96,0.04,0.64,0.13,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,5,20,0.0,1.0,0.0,0.0,0.75,4,18,1.0,0.0,0.37,0.0,0.78,0.0,Normal
0,tcp,other,66,0,OTH,295,701,0.0,1.0,0.0,0.0,0.58,48,100,1.0,0.0,0.48,0.0,0.52,0.0,Normal
0,tcp,http,232,0,OTH,2,7,0.0,1.0,0.0,0.0,0.71,2,7,1.0,0.0,0.25,0.0,0.71,0.0,Normal
0,tcp,http,60,0,S1,986,1014,0.94,0.99,0.01,0.92,0.03,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,710,1178,0.0,0.93,0.07,0.0,0.44,55,96,0.96,0.04,0.0,0.0,0.45,0.0,Normal
0,tcp,other,66,0,OTH,1064,2588,0.0,1.0,0.0,0.0,0.59,49,100,1.0,0.0,0.49,0.0,0.51,0.0,Normal
0,tcp,other,66,0,OTH,33,40,0.0,0.82,0.18,0.0,0.33,33,40,0.82,0.18,0.0,0.0,0.33,0.0,Normal
0,tcp,http,409,0,OTH,39,56,0.0,0.95,0.05,0.0,0.34,39,56,0.95,0.05,0.14,0.0,0.34,0.0,Normal
0,tcp,http,232,0,OTH,14,39,0.0,1.0,0.0,0.0,0.64,14,39,1.0,0.0,0.35,0.0,0.64,0.0,Normal
0,tcp,other,66,0,OTH,232,578,0.0,1.0,0.0,0.0,0.6,42,100,1.0,0.0,0.49,0.0,0.58,0.0,Normal
0,tcp,other,66,0,OTH,398,694,0.0,0.93,0.07,0.0,0.47,47,96,0.96,0.04,0.0,0.0,0.53,0.0,Normal
0,tcp,other,66,0,OTH,454,1056,0.0,1.0,0.0,0.0,0.57,42,96,1.0,0.0,0.47,0.0,0.56,0.0,Normal
0,tcp,http,232,0,OTH,22,68,0.0,1.0,0.0,0.0,0.68,22,68,1.0,0.0,0.32,0.0,0.68,0.0,Normal
0,tcp,http,60,0,S1,245,251,0.88,0.98,0.02,0.86,0.05,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,431,762,0.0,0.99,0.01,0.0,0.44,57,100,1.0,0.0,0.01,0.0,0.43,0.0,Normal
0,tcp,other,258,0,OTH,2,8,0.0,1.0,0.0,0.0,0.75,2,8,1.0,0.0,0.44,0.0,0.75,0.0,Normal
0,tcp,http,393,0,OTH,105,169,0.0,0.96,0.04,0.0,0.4,57,92,0.93,0.07,0.04,0.0,0.42,0.0,Normal
0,tcp,other,162,0,OTH,1,4,0.0,1.0,0.0,0.0,0.75,1,4,1.0,0.0,0.4,0.0,0.75,0.0,Normal
0,tcp,other,162,0,OTH,2,8,0.0,1.0,0.0,0.0,0.75,2,8,1.0,0.0,0.44,0.0,0.75,0.0,Normal
0,tcp,http,60,0,S1,777,793,0.94,0.99,0.01,0.92,0.03,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,37,53,0.0,0.95,0.05,0.0,0.34,37,53,0.95,0.05,0.09,0.0,0.34,0.0,Normal
0,tcp,other,66,0,OTH,30,46,0.0,0.93,0.07,0.0,0.39,30,46,0.93,0.07,0.15,0.0,0.39,0.0,Normal
0,tcp,other,66,0,OTH,25,70,0.0,1.0,0.0,0.0,0.64,25,70,1.0,0.0,0.39,0.0,0.64,0.0,Normal
0,tcp,other,66,0,OTH,38,48,0.0,0.84,0.16,0.0,0.33,38,48,0.84,0.16,0.02,0.0,0.33,0.0,Normal
0,tcp,other,66,0,OTH,47,69,0.0,0.87,0.13,0.0,0.41,47,69,0.87,0.13,0.0,0.0,0.41,0.0,Normal
0,tcp,other,66,0,OTH,14,8,0.0,0.43,0.57,0.0,0.25,14,8,0.43,0.57,0.0,0.0,0.25,0.0,Normal
0,tcp,other,258,0,OTH,1,5,0.0,1.0,0.0,0.0,0.8,1,5,1.0,0.0,0.5,0.0,0.8,0.0,Normal
0,tcp,http,790,682,SF,9,6,0.0,0.56,0.44,0.0,0.17,9,6,0.56,0.44,0.0,0.0,0.17,0.0,Normal
0,tcp,http,409,0,OTH,81,110,0.0,0.85,0.15,0.0,0.37,60,96,0.97,0.03,0.14,0.0,0.4,0.0,Normal
0,tcp,other,66,0,OTH,701,1182,0.0,0.95,0.05,0.0,0.44,52,100,1.0,0.0,0.0,0.0,0.48,0.0,Normal
0,tcp,other,66,0,OTH,25,69,0.0,1.0,0.0,0.0,0.64,25,69,1.0,0.0,0.36,0.0,0.64,0.0,Normal
0,tcp,other,66,0,OTH,19,18,0.0,0.68,0.32,0.0,0.28,19,18,0.68,0.32,0.21,0.0,0.28,0.0,Normal
0,tcp,other,66,0,OTH,276,45,0.0,0.08,0.92,0.0,0.51,54,17,0.15,0.85,0.22,0.0,0.53,0.0,Normal
0,tcp,other,66,0,OTH,809,1383,0.0,0.95,0.05,0.0,0.44,51,100,1.0,0.0,0.0,0.0,0.49,0.0,Normal
0,tcp,http,60,0,S1,545,565,0.9,0.99,0.01,0.87,0.05,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,http,60,0,S1,360,385,0.85,0.98,0.02,0.79,0.08,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,15,23,0.0,0.87,0.13,0.0,0.43,15,23,0.87,0.13,0.0,0.0,0.43,0.0,Normal
0,tcp,http,409,0,OTH,8,9,0.0,0.75,0.25,0.0,0.33,8,9,0.75,0.25,0.4,0.0,0.33,0.0,Normal
0,tcp,http,232,0,OTH,10,30,0.0,1.0,0.0,0.0,0.67,10,30,1.0,0.0,0.32,0.0,0.67,0.0,Normal
0,tcp,other,66,0,OTH,18,24,0.0,0.78,0.22,0.0,0.42,18,24,0.78,0.22,0.0,0.0,0.42,0.0,Normal
0,tcp,other,66,0,OTH,8,13,0.0,1.0,0.0,0.0,0.38,8,13,1.0,0.0,0.07,0.0,0.38,0.0,Normal
0,tcp,http,237,0,OTH,11,33,0.0,1.0,0.0,0.0,0.67,11,33,1.0,0.0,0.32,0.0,0.67,0.0,Normal
0,tcp,http,60,0,S1,227,258,0.75,0.97,0.03,0.66,0.14,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,http,60,0,S1,643,667,0.92,0.99,0.01,0.88,0.04,100,100,1.0,0.0,0.0,1.0,0.0,1.0,DoS
0,tcp,other,66,0,OTH,30,11,0.0,0.17,0.83,0.0,0.55,30,11,0.17,0.83,0.17,0.0,0.55,0.0,Normal
0,tcp,http,232,0,OTH,8,25,0.0,1.0,0.0,0.0,0.68,8,25,1.0,0.0,0.31,0.0,0.68,0.0,Normal
0,tcp,other,66,0,OTH,277,450,0.0,0.93,0.07,0.0,0.43,56,96,0.96,0.04,0.0,0.0,0.44,0.0,Normal
0,tcp,http,564,524,SF,2,0,0.0,0.0,1.0,0.0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
0,tcp,http,599,525,SF,43,69,0.0,0.86,0.14,0.0,0.46,43,69,0.86,0.14,0.0,0.0,0.46,0.0,Normal
0,tcp,other,66,0,OTH,23,26,0.0,0.7,0.3,0.0,0.38,23,26,0.7,0.3,0.04,0.0,0.38,0.0,Normal
0,tcp,other,66,0,OTH,430,712,0.0,0.92,0.08,0.0,0.44,56,96,0.96,0.04,0.0,0.0,0.44,0.0,Normal
0,tcp,other,66,0,OTH,32,46,0.0,0.88,0.12,0.0,0.39,32,46,0.88,0.12,0.0,0.0,0.39,0.0,Normal
0,tcp,http,409,0,OTH,1326,2249,0.0,0.96,0.04,0.0,0.43,64,98,0.97,0.03,0.14,0.0,0.37,0.0,Normal
0,tcp,other,66,0,OTH,30,39,0.0,0.8,0.2,0.0,0.38,30,39,0.8,0.2,0.0,0.0,0.38,0.0,Normal
0,tcp,http,392,0,OTH,35,71,0.0,1.0,0.0,0.0,0.51,35,71,1.0,0.0,0.0,0.0,0.51,0.0,Normal
0,tcp,other,66,0,OTH,35,49,0.0,0.89,0.11,0.0,0.37,35,49,0.89,0.11,0.0,0.0,0.37,0.0,Normal
0,tcp,other,66,0,OTH,479,786,0.0,0.94,0.06,0.0,0.43,60,92,0.93,0.07,0.13,0.0,0.39,0.0,Normal
0,tcp,other,66,0,OTH,35,56,0.0,0.74,0.26,0.0,0.54,35,56,0.74,0.26,0.12,0.0,0.54,0.0,Normal
0,tcp,other,66,0,OTH,11,16,0.0,0.82,0.18,0.0,0.44,11,16,0.82,0.18,0.18,0.0,0.44,0.0,Normal
0,tcp,http,231,0,OTH,15,34,0.0,1.0,0.0,0.0,0.56,15,34,1.0,0.0,0.43,0.0,0.56,0.0,Normal
0,tcp,http,78,0,OTH,5,14,0.0,1.0,0.0,0.0,0.64,5,14,1.0,0.0,0.33,0.0,0.64,0.0,Normal
0,tcp,other,258,0,OTH,2,18,0.0,1.0,0.0,0.0,0.89,2,18,1.0,0.0,0.47,0.0,0.89,0.0,Normal
0,tcp,other,258,0,OTH,36,4,0.0,0.06,0.94,0.0,0.5,36,4,0.06,0.94,0.2,0.0,0.5,0.0,Normal
0,tcp,http,232,0,OTH,13,33,0.0,1.0,0.0,0.0,0.61,13,33,1.0,0.0,0.38,0.0,0.61,0.0,Normal
0,tcp,other,66,0,OTH,35,94,0.0,1.0,0.0,0.0,0.63,35,92,1.0,0.0,0.38,0.0,0.62,0.0,Normal
0,tcp,other,66,0,OTH,689,58,0.0,0.04,0.96,0.0,0.5,61,7,0.05,0.95,0.12,0.0,0.57,0.0,Normal
0,tcp,http,237,0,OTH,0,3,0.0,0.0,0.0,0.0,1.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,Normal
0,tcp,other,66,0,OTH,4,4,0.0,1.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,Normal
0,tcp,other,66,0,OTH,24,905,0.0,1.0,0.0,0.0,0.97,0,96,0.0,0.0,0.49,0.0,1.0,0.0,Normal
0,tcp,http,232,0,OTH,18,54,0.0,1.0,0.0,0.0,0.67,18,54,1.0,0.0,0.36,0.0,0.67,0.0,Normal
0,tcp,other,66,0,OTH,306,492,0.0,0.92,0.08,0.0,0.43,77,89,0.92,0.08,0.1,0.0,0.2,0.0,Normal
0,tcp,other,66,0,OTH,13,7,0.0,0.23,0.77,0.0,0.57,13,7,0.23,0.77,0.12,0.0,0.57,0.0,Normal
0,tcp,other,66,0,OTH,43,62,0.0,0.91,0.09,0.0,0.37,43,62,0.91,0.09,0.08,0.0,0.37,0.0,Normal
0,tcp,http,408,0,OTH,27,38,0.0,0.85,0.15,0.0,0.39,27,38,0.85,0.15,0.0,0.0,0.39,0.0,Normal
0,tcp,other,66,0,OTH,21,22,0.0,0.71,0.29,0.0,0.32,21,22,0.71,0.29,0.13,0.0,0.32,0.0,Normal
0,tcp,other,258,0,OTH,1,2,0.0,1.0,0.0,0.0,0.5,1,2,1.0,0.0,0.0,0.0,0.5,0.0,Normal
0,tcp,http,409,0,OTH,10,13,0.0,0.8,0.2,0.0,0.38,10,13,0.8,0.2,0.14,0.0,0.38,0.0,Normal
0,tcp,other,66,0,OTH,53,132,0.0,1.0,0.0,0.0,0.6,44,96,1.0,0.0,0.45,0.0,0.54,0.0,Normal
0,tcp,other,66,0,OTH,27,35,0.0,0.85,0.15,0.0,0.34,27,35,0.85,0.15,0.03,0.0,0.34,0.0,Normal
0,tcp,other,258,0,OTH,15,0,0.0,0.0,1.0,0.0,0.0,15,0,0.0,1.0,0.0,0.0,0.0,0.0,Normal
0,tcp,other,66,0,OTH,23,30,0.0,0.83,0.17,0.0,0.37,23,30,0.83,0.17,0.16,0.0,0.37,0.0,Normal
0,tcp,other,66,0,OTH,868,1454,0.0,0.94,0.06,0.0,0.44,59,92,0.93,0.07,0.05,0.0,0.4,0.0,Normal
0,tcp,http,232,0,OTH,19,872,0.0,1.0,0.0,0.0,0.98,4,92,1.0,0.0,0.42,0.0,0.96,0.0,Normal
0,tcp,http,614,371,S1,80,99,0.05,0.86,0.14,0.04,0.3,68,87,0.9,0.1,0.0,0.06,0.3,0.05,Normal
0,tcp,other,242,0,OTH,1,6,0.0,1.0,0.0,0.0,0.83,1,6,1.0,0.0,0.43,0.0,0.83,0.0,Normal
0,tcp,http,566,533,SF,58,88,0.0,0.93,0.07,0.0,0.39,58,88,0.93,0.07,0.0,0.0,0.39,0.0,Normal
0,tcp,http,232,0,OTH,26,73,0.0,1.0,0.0,0.0,0.64,26,73,1.0,0.0,0.38,0.0,0.64,0.0,Normal
